,Comentario
206,"8Essense19Feb 6, 2024Why an 8 out of 10.

Because it’s a worthwhile gaming experience.  As far as interactive entertainment goes, and specifically interactive entertainment that tells a story (as opposed to games the gamer), thisis pretty dang good.

There are some chase sequences that I found irratating and expectil Not alone.  

If you have a big backlog, and want to get in and get out of a solid immersive experience, then I highly reccomend Silent Hill: AShort Message.Read More"
207,"7FarrocchioFeb 6, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
208,"8SeboyoFeb 6, 2024It's free and for a free game it has a lot of work behind it. It feels like a Silent Hill, fresh air for the franchise. The gameplay is not the best but it is not a problem due to its short duration. It works for what it is and doesn't want to be something it **** only bad thing I can say about the game is that the dubbing is not very well done and the story lacks subtlety.Read More"
209,"9D0GAHOTFeb 6, 2024Es un buen juego, es gratis y es disfrutable, muy recomendado la verdad. Más que todo es su historia original, su banda sonora y sus diseños, hecho por Masahiro y su música compuesta por Akira Yamaoka. Se necesitaba este nuevo juego para esta saga que se consideraba muerta o olvidada. 🩷"
210,"4KaldomxFeb 6, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
211,"3royalguy07Feb 6, 2024Dreadful walking simulator with a bizarre story. Controller feedback and sound design were good, props for being free and short."
212,"9MrScratchFeb 6, 2024Pretty much how the modern Silent Hill should look like. Although this is free and short game, it contains the essense of original Silent Hills."
213,"3Baggy11Feb 6, 2024This game has a couple of good moments, but overall I was happy it is only an hour and bit long, I started to get bored and frustrated with the enemy which all you can do is run... 

Go thing this was a free game as I would have given is a 1 otherwise.."
214,"9NecropediaFeb 6, 2024I don't give 10's because no game is perfect. However, this game gets a lot of undeserved hate. It sends a powerful message and is a decent game to play, especially at no cost...Given that today's society is all about pressuring each other to KYS and denying accountability,I can see why some people wouldn't like it. Solid experience to play through at least once.Read More"
215,"10FuupsyFeb 6, 2024Best silent hill game we've had sense the original team silent. the silent hill community has been give such awful games for the past decade + (outside of PT which was a teaser) so it breaks my heart to see this game get such mediocre reviews when its such a huge step forward and an inspired step in the right direction for the SH franchise especially after the awful mess that was Ascension. The only real  valid complaint ive seen is people saying the dialogue is to on the nose when it deals with bully and social pressure. The reason i feel this misses the mark for a lot of people is because its focused on Japans cultural problems which is vastly different then western culture japan puts alot more pressure on youth to fit in and be normal to be successful then in the west where being an individual is praised being loud and open to who you are is celebrated so being bullied isnt as much as huge problem sense being different isn't viewed the same way. but japan is much more heigmonus everyone needs to fit in to the crowd standing out is viewed incredibly disrespectful and dangerous hence why social pressure feels so hard to relate to for a western audience we have bullying and social pressure but not nearly to the same degree. despite the culture difference i still saw the beauty and sentiment they tryed to portray i have my own critics of the narrative but it deserves to be praised for attempting something beautifulRead More"
216,"6fallen_hunterFeb 6, 2024It was ok, but just ok, nothing more nothing less. It doesn't represent the thrill of the franchise for sure but if you want to play something horror and short then Silent Hill: The Short Message is a nice option. I would like the graphics to be better."
217,"1escelatesquickFeb 5, 2024The time you spend playing this game is too steep a price for a pale imitation of PT."
218,"0shlmk4w411Feb 5, 2024an insult to the original silent hill series!

this looks and feels like an low-budget indie-game made by amateurs. 

big f to komami! unfortunately all hope is gone for the future of the silent hill franchise."
219,"9vzermianiFeb 5, 2024I finished the game very calmly, experimenting the details of the setting, which have always been a strong point in the franchise. My surprise is that it is really well executed; sounds and visuals are well crafted; highlight for sound design, really very immersive. There is no combat, just small sections with escape-based gameplay. It doesn't bother me, since the game clearly aims at the narrative. I liked the modern look of the plot and the ""tools"" used by the protagonist. My consideration is in relation to the story itself, which leaves no room for interpretation, worrying about telling the story in the clearest way possible.Read More"
220,"10Koleck0LPFeb 5, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
221,"8GhostXZ117Feb 5, 2024The game itself is very interesting, it tries to adapt the story to our current times and it does it really well with a great atmosphere and sound effects that really puts yourself as if you were the protagonist, Masahiro Ito designed a great monster who will try to catch you through this madness, Akira Yamaoka designed a great music to create an atmosphere that will scare you and make you feel uncomfortable at all time. The story is interesting and good but the explanation that this game gives you could be a bit repetitive, the cinematics are not the best but they are acceptable, level designs are amazing, the gameplay could have so much potential if they were ambitious but they weren’t unfortunately, and the game itself is short but a really good experience in my opinion. It is not the best silent hill game ever made but at least is a good start of the return of Konami to the horror franchise and also is a free game that will give you a good horror experience, and for that I’ll give this game a good 8/10 and I really hope great things for Konami and silent hill in the future.Read More"
222,"4PacheconskyFeb 5, 2024Buena ambientación pero mala trama, bastante obvia, tratan al jugador como tontos tratando de explicar la situación demasiadas veces, muy repetitivo."
223,"3LocksionFeb 5, 2024The game has good visuals and music but konami seems to have lost what makes a silent hill game. The delivery of the plot is too direct there is no symbolism here to be found, , also, I think this ""modern tragedy"" is too small of a theme in comparison to classic games where it was much darker. The gameplay is just stupid, even as walking simulator it takes control away way too often, so the player loses all of his immersion. The chases just don't work, most of the time it feels like you get caught randomly or as if you have to memorize a level because glitching phone doesn't fully work as it intended. Kind of afraid for the franchise after this entry.Read More"
224,"10JonahHdzFeb 5, 2024Being the first glimpse of what Konami can do nowadays with the franchise, it’s really good.
I just get the feeling that all these bad reviews come from either people that hasn’t even played the game and is just hating on it, or from Team Silent fanboys that hate everything that isn’t made by them."
225,"3trihazFeb 5, 2024It looks like Silent Hill, but the plot is bad... the gameplay is decent, though it manages to be worse than SH **** Memories."
226,"9D12720zFeb 5, 2024This is a fresh Start For the Silent Hill Franchise, I really enjoy it and the music and atmosphere is really Good️"
227,"10Purillo28Feb 5, 2024Me parece un juego interesante, sobretodo tratando un tema que a día de hoy cada vez hay más casos como es el tema del acoso y la ansiedad que sufren en silencio muchas personas el que sea gratis también ayuda a que llegue alas personas a mi me a gustado como lo han interpretado y como te sumerge en ese entorno oscuroRead More"
228,"10Kellvys_RayrFeb 5, 2024Grata surpresa, atmosfera, gráficos, e a mensagemdo game o torna uma boa pedida, Parabéns a Konami por lançar no anúncio e gratuito."
229,"8Robertc13Feb 4, 2024Short but sweet, the short message mixes modern horror elements with a fresh take on the original silent hill style. It breathes new life into the genre and ushers in more lore that will surely lead into the next iteration of silent hill. You won’t want to miss this if you’re a fan of modern horror."
230,"7Swarm967Feb 4, 2024Konami claramente necesita retroalimentación por eso saca estos juegos espero logren algo mejor a futuro"
231,"6wesker2012Feb 4, 2024Visuals and music were great.  The game had a Silent Hill vibe to it which was cool.  The chase gameplay scenes were tense but also kind of annoying.  The game did give me goosebumps a few times.  It was decent for a free game.  The plot wasn't very satisfying tho."
232,"1LokostillFeb 4, 2024Good experience and a literal short message that this new generation and prior can learn something from."
233,"7yigitcanonalFeb 4, 2024It is a fresh breath of air after the 'Ascension' thing. You really can feel the attention to detail in the enviromental story-telling and in the contributions to Silent Hill lore. For instance, turning it into something like ""Silent Hill Phenomenon"" is genius and gives the perfect room to expand the Silent Hill universe out of the actual town. 

Just one thing, if Konami wants to keep what makes Silent Hill special and create new cult classics like Silent Hill 2, they should hire writers who are big fans of David Lynch, and who can adopt his ""subtle"" and ""unapologetic"" story-telling style in a smooth and gamey way (Alan Wake is a good example). I don't think the world expects more Hollywood-esque written Silent Hill games. There are lots of go-to horror games like this and the competetion is harsh, it's hard to be unique. Use the strengths of series, and take the risks in writing, I'm sure it'll worth it at some point.Read More"
234,"6JakesymbolFeb 4, 2024A short, scary, moody walking simulator—go into it knowing what to expect. I appreciate this as a gesture of good will to fans and a way to respect that Silent Hill is first and foremost about cinematic horror. My complaint is that the writing is so literal and excessive, almost a quantity over quality problem. Everything going on has to be spelled out twice, while Silent Hill traditionally has been good because the storytelling was more subtle. I’m not talking about the themes, just the way they’re communicated. The other aspect of the writing I don’t like is that the dialogue, notes, and scrawlings on the walls are kind of mediocre. The English writers/regionalizers should have put more discipline and nuance into the word choice. Two examples: “sexy stuff.” Teens don’t say that. They’d say “n*des” or maybe “lewds.” And the insults used by the bullies and stuff are kind of mild and unspecific? “loser” “liar” etc. It kind of undercuts its own attempt to portray bullying. Bullying and abuse are harsh and evil, and it would have been much scarier if they hadn’t pulled their punches. I was verbally abused as a child and it was… so much meaner than this. This game could have been a whole other level of scary AND purposeful with better writing. Walking simulators are GREAT; think about Gone Home, Edith Finch, we’ve all gone to the rapture. I’m fine with a SH walking simulator and I know we’ll be getting full survival horror games. But this seems like it’s trailing behind the greats of the genre, another bright-eyed imitator, and it’s because of the writing.Read More"
235,"0iimarizinha_xzFeb 2, 2024This game, even free, is still expensive. It's just a walking simulator where nothing happens, it makes me scared of SH2 (which already doesn't look good considering it's the bloober team)."
236,"3RosvltFeb 4, 2024The game is a disappointment, I had higher hopes for the game because It's Silent Hill well known title in horror gaming industry but Its just disappointing. the only things that like about the game are the graphics and the atmosphere, they where great but other than that the game is not what I where expecting."
237,"8CherriecokeFeb 4, 2024The voice acting could have been better. And they should have removed it all together in places. For instance, the writing in the air or on refrigerators should have been left to us to read. It would have been more powerful. 

There was some lack of sublety, but overall, this game was solid. I loved the atmosphere and sound design. I felt connected to the characters. 

And I LOVED the monster design. So unique, beautiful and unsettling. The way it moved and the combined human-surreal shape was wonderfully unnerving. 

Is it a perfect Silent Hill? No, but it's pretty dang solid.Read More"
238,"8FakeMaryFeb 4, 2024Silent Hill: The Short Message is a good experience. It has a good story, good setting, good music by Akira Yamaoka himself, good artistic design (monsters and locations), and the gameplay is good. Overall, this is the first step in the right direction for Konami and I hope they take notes with this game. Silent Hill was never an action-based horror franchise and it's ridiculous seeing so many people criticize the game for being boring. And it is a shame that when Konami finally does something Silent Hill related that's more than decent, people still criticizes them. But that basically happens with every +20 year old gaming franchise, just look at Final Fantasy. Overall, The Short Message is a good experience. It isn't a masterpiece and it's missing aspects of what makes Silent Hill Silent Hill. But for a 2 hour long, free and experimental game which was made to basically test the grounds for future Silent Hill projects, it does more than what one might think. Try it for yourself and make your own conclusion.Read More"
239,"1DrObaidFeb 4, 2024Para mim esse jogo não deveria se chamar silent Hill e sim "" The Short Message "". Mais jamais silent Hill. tenho a mesma opinião com relação ao silent Hill ascensão aquilo não é silent Hill caramba."
240,"8DolphLOLFeb 4, 2024Most people seem to hate it but forget the fact that this is more of a psychological horror and not jumpscares, scary chases, etc. It's not perfect but this is a really decent Silent Hill game for its price. It represents current teenagers' depression fairly well"
241,"9Samsonite786Feb 4, 2024Solid title, keeps you engaged to the very end. Graphics and the atmosphere are on point. Definitely recommend this one to all horror fans."
242,"3DabbDaddyFeb 4, 2024Simply lame, no action, chase sequence, horror drama. Do not expect a Silent Hill game. Think Until Dawn but no choices."
243,"0funkataFeb 4, 2024Ever wondered what PT would be like if it were awful, bland and not scary in the least? Well wonder no longer. There are better games to spend your time on."
244,"10Lady_AlucardFeb 4, 2024Esse jogo refletiu oque eu sentia no passado muito boa a mensagem que o jogo passa recomendo muito bom"
245,"2AstikkaFeb 4, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
246,"1somepapiFeb 4, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
247,"7TheWrennessFeb 4, 2024The story was interesting but the English voice acting was hammy and over the top and goofy and it really broke the immersion and killed the seriousness of the story, though I guess that is teenagers for ya. The maze chase sequences were complete garbage though and the walking speed was too slow. But it was free and short and entertaining so worth a playthrough.Read More"
248,"9Rafael_S_CFeb 4, 2024Muito boa experiência. Atmosfera de terror, com bons gráficos, a exceção das mãos da personagem que tem texturas bem abaixo. É praticamente uma demo com menos de 2h, mas a história, apesar de ser um drama adolescente, te prende até descobrir o que está acontecendo. Para um game gratuito, me surpreendeu. É uma boa amostra do que pode vir nos próximos jogos.Read More"
249,"3KaijyuuFeb 4, 2024I mean for a freebie it's decent, but clearly a woke feminist game, all characters are female the few male they mention ate bad and evil."
250,"3Moises8531Feb 4, 2024No sé exactamente qué tiene de bueno este juego, que es gratis? En mi opinión es malísimo, nada que ver con la saga salvo un solo monstruo, repetitivo hasta la saciedad, un juego que lo único que te transmite es un poco de adrenalina al momento de huir, no tiene nada más, es un constante prueba y error... no me ha gustado nadaRead More"
251,"0darkokFeb 3, 2024que el juego sea gratis no es motivo para no recalcar que el juego es simplemente malo, nada que ver con Silent hill.
El mensaje sobre la depresion esta tan mal aplicado que hasta es ofensivo para las personas que puedan llegar a padecer este mal.
Ni siquiera el gameplay se salva, siendo un corre que te pillo generico, ni siquiera su ambientacion es buena.
¿hay algo que este juego no haga mal?
si fuera de pago seria la estafa del añoRead More"
252,"2dragonfireesFeb 3, 2024This game has a gameplay that looks like from the 90s. We can finally say Konami is dead.
No wonder why Sony is closing studios in Japan in favor of western studios."
253,"7MoonvibeFeb 3, 2024this game is trying to be PT but didn't work. someplaces are scary but mainly just a walking simulator. Since it's free I'll give it a higher score, the story of the game is concerning to the modern society but it is not well written enough to be a horror game yet. if they have polished it a bit more then it could be a better horror gameRead More"
254,"8Antonio1998Feb 3, 2024Un buon ritorno per la saga. Ottime atmosfere, buona storia e ****. Peccato solo per il gameplay un po scialbo ma tutto sommato sono circa 2 ore intense."
255,"7PJMZdanowskiFeb 3, 2024The story is a bit straightforward and probably aimed at teenagers more then adults, but for what this is is (1,5 tech demo) I was entertained. Moody, scarry, some impressive visuals and ideas. A bit too little gameplay."
256,"9Nebula_padFeb 3, 2024Visualmente pudo ser mejor, aun así cumple, por lo tanto no resta. Lo más importante que es la ambientación e historia, en ambos casos, no decepcionan. Mi única queja, y por la cual no le pongo 10 es porque ,e pareció muy poco sutil, tampoco es que buscara algo donde todo son simbolismos, pero dejar mas cosas a la imaginación me hubira agradado. En general una entrega muy solida.Read More"
257,"10SorattglFeb 3, 2024Obra de arte que regresa a sus raíces, en verdad la historia me cautivo, es una maravilla como tocan temas tan profundo y tan duros y los manejan de una excelente manera, me da gusto saber que Silent Hill porfin volvió a sus orígenes"
258,"10Asura7Feb 3, 2024This is probably the best thing that has come out since the 4th part. For a free game, this is more than a worthy project, I would even be willing to pay for it.Very heartfelt story, good sound design, the location looks very well-crafted. I really like it."
259,"10ManelzamoraFeb 3, 2024Tiene un mensaje buenisimo que no se atreve a hablar nadie de la industria y graficamente es bueno"
260,"0Audi2018Feb 3, 2024Even as a free add on this is really poor.
Avoid at all costs, I’ve not idea who agreed this but then need a strong talking to."
261,"4dekaitoFeb 3, 2024Tematicamente interessante e atual, porem com narrativa rasa e adolescente, sem valor de gameplay algum e com um clima de terror  fraco. Pelo menos é bonito, com boa sonorização, e talvez a unica grande façanha dele que o salve de receber notas menores, é ser de graça."
262,"3Igl00ManFeb 3, 2024Silent Hill: The Short Message, continues an unfortunate trend after the mainline games... a game full of potential that falls flat on its face. While visually nice to look at, there's very little in terms of substance in the actual game. It also lacks a lot of the horror that Silent Hill is known for. The story is very weak, and the characters are very forgettable (not aided by lackluster voiceovers). At least the game is free, and not too long, but if an experience like this is indicative of Silent Hill's future, then the future is about as clear as the fog in the titular town.Read More"
263,"10IshigoFeb 3, 2024Im not a fan of horror games where you just run away from a monster, but since is a Silent Hill new game, and as a hardcore fan, a had to tried, and was a good surprise for me, story is great, graphics are very good regarding that is a free game, there are a lot of easter eggs about old games, and gameplay is very good too, for been the first silent hill game release since a long time ago, is a great comeback for the franchise.Read More"
264,"10BETRIOVENFeb 3, 2024Muy buen  juego ambientalizado  para  nuevas generaciones y manteniendo el estilo viejo de Silent Hill, tomando en cuento un tema muy delicado para  la época actual y la verdad  que se  desenvuelve bastante bien."
265,"10Ariel-XFeb 3, 2024Es una joya el juego trata una historia interesante dentro del nuevo juego de silent hill. Gratis una duración de casi 3hs si no pudiste jugar P.T este es lo más parecido."
266,"10NothypieFeb 3, 2024I love the game, the atmosphere, music and the story, and the theme of the game. It's such a wonderful masterpiece"
267,"10GamerPro1997Feb 3, 2024É um bom game , ele trata de um assunto bem pesado .
Talvez o pessoal não gostou tanto por ser em primeira pessoa ,
mas como um game grátuito vale super a pena ."
268,"10Mai23Feb 3, 2024Juego gratuito de 3 horas que te abrirá el apetito y las ganas para tener hype de silent Hill. Si no tuviste la oportunidad de jugar a PT, este es tu juego."
269,"0NubosisFeb 3, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
270,"9JorgeMora122Feb 3, 2024For a free game, we’ve got a nice scary and good game for our ps5, reminded me of TP. Such a nice adventure I had with it"
271,"2andreasbenakisFeb 3, 2024This is a very simple, 2-hours free-to-play videogame that shouldn't be called silent hill."
272,"1BaBka_YaGGaFeb 3, 2024Весь гемплей это читать записки и бегать от срашной хреноты. Зачем тут silent hill приплели не понятно, хотя понятно придумали тупую историю и впихнули громкое название. Взяли куски из p.t., побегушки из sh **** memories и дверь закрытую из sh 4 the room. Одна только тупорылая головоломка. Вечно ноет главная героиня-персонаж ( страшная как горила), никакого сопереживания это только бесит, возникает только вопрос, когда же это существо заткнется? Город Silent hill тут упоминается только в маленькой писуличке. Это не игра, это мусор, это трэш. Konami вы контора пи****.Read More"
273,"10Purple_souledFeb 3, 2024Have absolutely everything a silent hill fan wants and needs. While I was playing it totally gave the first 4 game vibes. Music wise, gameplay wise, quality wise, everything is perfect in this game. Completely worth it to play.
And mostly importantly, it has a great surprise at the end of the game forthose who loved the soundtracks of the games.Read More"
274,"10Darksickness9Feb 3, 2024Excelente juego tiene la decencia de silent hill en sus venas, la temática que toca si bien es algo adolescente la sabe plasmar bien."
275,"10TheGoodGoatFeb 3, 2024This is classic and PEAK Silent Hill! Although there is no combator puzzles, the thematic elements and presentation are exactly what Silent Hill is about, trauma and guilt. Evidently, many fans and publications are under the impression that Silent Hill is just a survivor horror franchise and have fundamentally misunderstood what it is. Those that have not are going to get it and love it.Read More"
276,"4TedakinFeb 3, 2024For a free short horror game it's at best fine. As a Silent Hill game it's trash. It has nothing to do with Silent Hill.  It has in your face messages. There isn't one mention or reference to anything Silent Hill related in the entire game. I'm almost positive this was a completely different game Konami just slapped the ""Silent Hill"" label on and put out.Read More"
277,"2dimaarchFeb 3, 2024Pathetic and uninteresting, has nothing to do with silent hill lore and atmosphere."
278,"10Mikez023Feb 3, 2024Que se fuma la ""prensa"" para dar semejantes notas? El juego tiene una historia interesante, luce gráficamente bien y es gratis, qué mas se puede pedir?"
279,"10Escante19Feb 3, 2024Un buen comienzo para el renacimiento de Silent Hill. Un juego gratis, corto y con una premisa muy acotada a los tiempos actuales, pero manteniendo la esencia de Silent Hill: el terror psicológico."
280,"9cammy8580Feb 3, 2024Seeing a lot of these other reviews truly sadden me, because they either are completely insensitive and misrepresent the story, or complain about the gameplay. SH:TSM's story is one of the best stories the series has had so far, delving into TONS of topics of teen struggles, such as regret, childhood trauma, self-doubt, depression, and many others. The first segment is a bit TOO blunt for a silent hill title, but later on, you can see that even later segments can be connected back to the themes conveyed at the beginning. The story itself was truly beautiful, and was a large stepping stone for the series following the disappointment we had over a decade ago with Homecoming and Downpour. It truly saddens me that people want to go out of their way to complain about such things but don't even have any sort of attempt to go in with any sort of understanding or nuance towards the title's themes at all, and really makes me question if they even understood the story of SH2, or any of the earlier titles at all. Speaking of which, it makes me think that even the complaints about gameplay don't come from an understanding of the gameplay in the games before. The series never prided itself on the gameplay, but rather the rich story. I promise you, the game is great, and worth your time.Read More"
281,"10Jkim_07Feb 3, 2024Es un buen juego y todavía mejor que es gratis, esperemos que la saga cobre vida de nuevo luego de esto"
282,"10leonnn1Feb 3, 2024One of the best silent hill games ever made, Fairly superior to the original games made by the Silent Team. 
Don't waste your time with Pathetic reviews, SH the short message has one purpose only, to send a short message, the story it conveys is very good, specially given the amount of time to tell it.
The nightmare sequences where horrifying to me and it is supposed to make you feel trapped and in despair, specially the final one.
My first statement was a lie, I got to admit, but this game is the most original Silent Hill game since **** memories. Don't let the boomer reviewers dissuade you from getting this game, specially it being free. 10/10Read More"
283,"1Lady_DFeb 3, 2024I can’t believe I wasted time on this game. It was a story about a girl and her teen **** was boring and not scary at all…at least it’s free"
284,"0KimoeFeb 3, 2024Occasionally found out that a new SH game has been released. oh hell, has anyone seen any trailers or advertisements before? thanks to the 250 members of the public fan-community that say about it because no one gives a **** at all. And who would like to after this live background menu what is it Minecraft? We are playing for the girl with no certain backstory like classic SH and that might play any effect on the user but actually don't because the whole storyline is written in litter newspaper and yeah, the papers everywhere in these tense scenes with Linkin Park-like music (that should scary me somehow) and flowers monster without any reasons to look like that, really, how the whole gameplay can be based on that **** watching someone chatting with each other,yyyy she is actually dead it is like in Experiment Lain, yyy yeah the same vibe bro, presented by running from Mr. Garryson **** butt-hole bypassing **** with the same root-pattern where the only move you need to do is to turn back and pass the scary segment. Does it really scare someone at all??? even my chihuahua stays calm and pissed off as usual. and the most obscure is that it is a PT-like game seriously not even close to trying to scare with curse words. really is it the content that SH auditory has been waiting for decades. the game that has the SH logo only because they own the franchise, the major point that the whole production group should be interested in creating games somehow close to the previous works. and now it is a **** full of unironically BUTT scenario with never stopping suicide plot-twist, full BRUUH 0>10Read More"
285,"10Iraro8Feb 3, 2024Excelente jogo para o retorno da Saga, um jogo que reflete a mente do personagem assim como um verdadeiro título de Silent Hill faz de melhor, não tendo medo de tocar em assuntos delicados para a nossa sociedade, vale muito a pena. Os gráficos estão lindos tendo transições de cenários em tempo real muito impressionantes.Read More"
286,"0I_am_SophieFeb 3, 2024Just ended up playing this game. Or, better say, the graphic novel or game **** I would like to address this review to the developers, the once greatest Konami studio. And it is a message to all the SH fans, who made this way from the original trilogy up to the present-day flop. To be more precise and logical, I would like to start with an impression from gameplay, which is absolutely absent. After approximately an hour of runs and wanderings in the same building there is only one puzzle figuring out the code in the school hallways. Staring a graphic shader and presents greatly contributes to a VR-art object that hide an absolute abyss. No sensible message, the lack of details or any sort of connection with the previous parts.A completely disjointed plot has nothing to do with the CONCEPT of SH. The teenagers' conflicts, involving typical puberty dilemmas and all the consequences of hormonal transitioning, are passed off as THE PROBLEM OF THE SAME LEVEL OF SERIOUNESS AS THE TRAGEDY **** BURNED ALIVE, A MAN WHOSE WIFE IS DEAD FROM HIS OWN HANDS AND A DOZEN OF CHARACTERS SUFFERING SEVERE PSCHOLOGICAL DILEMMAS. It is not an “undeveloped moment” – it is a LIE. Konami’s LIE and manipulation of their loyal fanbase. I need you all to UNDERSTAND this CLEARLY, my dear friends, following the downfall of such an amazing, ernest, starting with the Ascension and the mobile game and ending up like this.This PRODUCT – and nothing more than it - serves the sneaky, greedy, commercial strategy of the new heads of Konami to draw the attention of young woke solvent auditory to their soulless product. The NEW Konami, that fired Hideo Kojima. The NEW Konami, that treats the new players as walking wallets, easily charmed by their **** NEW being tongue-in-cheek to their heritage Konami, you guys.Read More"
287,"10PhoenixbugarinFeb 3, 2024Es un juego bastante bueno la verdad no me esperaba mucho por ser gratis pero de verdad vale la pena"
288,"10Mike045Feb 3, 2024Buen inicio para el renacer de la saga, a los que se quejan de que es solo caminar están demasiados acostumbrados a las armas y eso no esta tan bien, disfruten el viaje"
289,"0StivaliFeb 3, 2024Um simulador de caminhada, tendo uma duração inferior a duas horas,.........................................................."
290,"8FOX21stFeb 3, 2024Silent Hill is back, lot of comments are from people that doesn't get an idea about what is Silent Hill about, the vibes, the horror and suspense, finally we have more content and I'm happy to live in this homecoming age"
291,"9JuanSHFeb 3, 2024Para mi es un buen juego no todos los juegos tratan temas de problemas sociales lo cual  a mi me agrada , no todo es malo ni bueno creo para ser un juego gratuito es algo bueno y logra dar un mensaje bueno al final 
Los gráficos y jugabilidad le dan esa atmósfera se un silent hill , la cámara en primer persona da un enfoque nuevo en la sagaRead More"
292,"0SINIST3R_WOLF_0Feb 3, 2024Na minha opinião eu achei o jogo razoável, mesmo tendo uma história curta e confusa,  porém a grande decepção para mim e para muitos platinadores foi o fato do jogo não ter o recurso de troféus, sendo que até joguinhos bem simples como frogo, jump e muitos outros tem!"
293,"10Iso_dbzFeb 3, 2024this game was honestly perfect, its like a video game version of a “12 episode anime” and a damn good one at that amazing story and the chases were thrilling due to the monster teleporting in front of the door you open every now and then i highly recommend EVERYone to play it"
294,"10Donpollo16820Feb 3, 2024Increíble juego excelentes gráficos muy buena trama y entretenido no entiendo porqué los críticos son tan duros con el en primera se agradece que sea gratis"
295,"7tomasonFeb 2, 2024Critics and fans are being too harsh on this game.  First of all, it's free and that's appreciated.  Technically it is impeccable, the graphics are impressive. The scenery and monster design are remarkable and by far the best part of the package. The story and dialogues are somewhat weak.  But ultimately I enjoyed my time playing The Short Message and it managed to make me feel scared and uncomfortable in some parts.Read More"
296,"8NightLord-_Feb 2, 2024It does have some issues, performance to be precise when being in the other world, its usually not my style, but I didnt disliked it, so thats a start. Technically is a psychological horror

Graphics are good and overall enjoyable for what it So IMO: 8/10"
297,"10KELEO2000Feb 2, 2024Really good game, the history is really powerful and make you think about it. This game had a lot of hates, don't deserve that"
298,"8Dogger13Feb 2, 2024Um bom jogo, de graça com uma duração boa. Parabéns a Konami pelo jogo, muitas empresas cobrariam."
299,"1MatadorVorazFeb 2, 2024The theme is important, but the execution is horrible, it's a theme that I take seriously, but playing that made me not take it **** performance is **** the dubbing is bad, the narration makes everything boring, the parts where something happens are unplayable scenes. The game is tedious."
300,"10Monstert_tFeb 2, 2024Silent Hill The Short Message is nothing but a masterpiece and for all of this amazing journey to be free is overwhelming"
301,"10Shaun38Feb 2, 2024How can you complain, it's free

This game helps if you're waiting for Silent hill 2 remake, you literally have nothing to lose"
302,"0cocukyiyorumFeb 2, 2024This. ****.Silent.Hill.
Is. ****.Silent.Hill.
Not. ****.Silent.Hill.
Silent. ****.Silent.Hill.
Hill. ****.Silent.Hill."
303,"6Black95Feb 2, 2024Chase sections are so bad that brings the rating down by a lot, rest of the game i kinda like it but pls dont put chase **** like this in Silent hill 2 pls"
304,"2VerelanFeb 2, 2024This has nothing to do with Silent Hill. It's nice that it's free an all and the story is important - even if I would have liked a different approach to it - but this game should have a totally different name. Doesn't fit to be a Silent Hill game."
305,"10LosGamerVideoFeb 2, 2024The short messagees un juego de terror psicológico que sumerge a los jugadores en un oscuro, donde la realidad se entrelaza con pesadillas. Con una narrativa intrigante y atmósfera inquietante, el juego evoca miedo a través de la exploración. La banda sonora, junto con el diseño sonoro, intensifica la experiencia, creando un ambiente único que sigue siendo una referencia en el género. Silent Hill ha dejado una huella duradera al fusionar una trama envolvente con elementos visuales y sonoros impactantes, estableciéndose como un clásico del terror psicológicoRead More"
306,"7TwstdDmnsnsFeb 2, 2024Overall was a good game but has some flaws. I think the story could have been told a bit better but the graphics, sound design and atmosphere were on point."
307,"10DanielcastilloFeb 2, 2024[SPOILER ALERT: This review contains spoilers.]Read More"
308,"3KevincorvetteFeb 2, 2024This game may be free, but still not worth the time. Strangely written story with a few cringy moments. The only time the emotion landed was during the protagonist backstory. Unfortunately follows the trope of horror games giving the majority of the story through lengthy written pages rather than showing you. The “monster” was somewhat interesting but felt disconnected from the story. Main positive of the game is the visuals, but they don’t come without performance issues (frame drops) during the few faster run away sections. The game has an unsettling environment, but feels like it forgets at times it’s supposed to be a horror game in the face of its narrative. Very few parts are actually what I would call scary.Read More"
309,"10thomas29goldgerFeb 2, 2024Incredible game, the fans just **** af they want a game about 30 years ago. If you want that, play the originals. Amazing horror game for the new generation, the humans that cannot adapt to the new era.. there are just one destiny for you guys rip.
Stunning game!!"
310,"10Ghostblade19Feb 2, 2024Back to the esence of the 1st Silent Hill overwhelming.
The critics have no clue of what is going on."
