,Unnamed: 0,Comentario,Nome,Data,Comentario_Limpo,Sentimento
33043,33043,Kingdom of the Planet of the Apes is a beautiful new chapter of apes and the vfx from weta did really phenomenal work and seen it at Dolby Cinema is really a breathtaking experience for summer movie.,Jonathan O,2024-05-15,kingdom planet ape beautiful new chapter ape vfd meta really phenomenal work seen dolly cinema really breathtaking experience summer movie,positivo
33044,33044,The best of the updates Planet of the Apes series,,2024-05-15,best update planet ape series,positivo
33045,33045,"Once again, the Essence of the original was there.  Many Inuendos to ""Planet of the Apes and Beneath the Planet of the Apes"". Yet original in it's own right. The emotion, the eyes of Noah and the rest is incredible. The music hinted at the classic.  I'm ready for the next one.",Macman J,2024-05-15,essence original many intends planet ape beneath planet ape yet original right emotion eye noah rest incredible music hinted classic im ready next one,positivo
33046,33046,"Unnecessarily long and dragged out, don’t waste your money, trying to stay awake was an understatement.",William H,2024-05-15,unnecessarily long dragged ’ waste money trying stay awake understatement,negativo
33047,33047,It truly is one of the best. The level of self-thought in this film is amazing. It will leave u starstrucked. Amazing performance and visuals.,Nur I,2024-05-15,truly one best level selfthought film amazing leave u starstrucked amazing performance visuals,positivo
33048,33048,Very good movie but a little hard to hear it all.,Michael D,2024-05-15,good movie little hard hear,positivo
33049,33049,"Nicely made, interesting start to the new trilogy, did not get boring at any point.",Nabil U,2024-05-15,nicely made interesting start new trilogy get boring point,positivo
33050,33050,I loved everything from beginning to end. Very good story line and a lot of action. I would totally recommended it.,Richard,2024-05-15,loved everything beginning end good story line lot action would totally recommended,positivo
33051,33051,It was good for the first 75% and then the last 25% almost ruins it.,Tyler H,2024-05-15,good first last almost ruin,negativo
33052,33052,"Do not watch if you don’t want disappointment! This movie has no logical basis- the final trilogy ends with Ceasar and his large, promising kingdom, and this movie tries to represent the progression of apes- yet they completely regress!! Their camp was less than that of Ceasar’s backup camp. And I can’t help but think about the foreground for this movie. Why are we focusing on a random clan “generations later” who focuses on training eagles??? What about Ceasar’s reign???",Kassie v,2024-05-15,watch ’ want disappointment movie logical basis final trilogy end cesar large promising kingdom movie try represent progression ape yet completely regrets camp le cesar ’ backup camp ’ help think foreground movie focusing random clan “ generation later ” focus training eagle cesar ’ reign,negativo
33053,33053,Captivating and entertaining plot line. Much better than I expected. Excellent CGI,jim Hyt,2024-05-15,captivating entertaining plot line much better expected excellent cgi,positivo
33054,33054,It was ok but kind of boring into the end part,Ashley,2024-05-15,ok kind boring end part,positivo
33055,33055,This was a beautifully made movie and a true CGI marvel. I enjoyed the story line and the overall flow of the movie. I do think at 2hr 25 min it ran a little long. So much so that I think an edit that kept it under the 2 hour mark would probably be able to tell the same story. It is a great addition to the franchise though and glad I watched it!,Jackson H,2024-05-15,beautifully made movie true cgi marvel enjoyed story line overall flow movie think hr min ran little long much think edit kept hour mark would probably able tell story great addition franchise though glad watched,positivo
33056,33056,"Admittedly, its sci-fi-ish And its talking apes. But, its a great story and fantastic feel and sound. It held my attention and honestly, I liked it better than the last avatar movie I saw.",Carol T,2024-05-15,admittedly scifiish talking ape great story fantastic feel sound held attention honestly liked better last avatar movie saw,positivo
33057,33057,Amazing movie. Did a great job forging a new path while honoring the previous trilogy. Thrilling and also insightful. Definitely see!,Jeremy H,2024-05-15,amazing movie great job forging new path honoring previous trilogy thrilling also insightful definitely see,positivo
33058,33058,Disappointed ending. That’s now what Caesar would’ve wanted. Yt ppl ruining everything again,jalen,2024-05-15,disappointed ending ’ cesar would ’ wanted yt ppl ruining everything,negativo
33059,33059,Great movie will see it again.,,2024-05-15,great movie see,positivo
34200,34200,Action mixed with comedy relief,marty,2024-05-15,action mixed comedy relief,positivo
34201,34201,Good CGI.  Bland story.  Boring characters.  Often illogical.,Lee R,2024-05-15,good cgi bland story boring character often illogical,positivo
34202,34202,"Plot is nonsensical considering ""Ape"" franchise and prior history of previous Ape movies.",Patricia,2024-05-15,plot nonsensical considering ape franchise prior history previous ape movie,neutro
34203,34203,It was okay... setting up for the next one,M N,2024-05-15,okay setting next one,positivo
34204,34204,Long and not much happened,Quincy,2024-05-15,long much happened,neutro
34205,34205,Nice next chapter in the Apes saga good enough to leave me wanting more,Erik T,2024-05-15,nice next chapter ape saga good enough leave wanting,positivo
34206,34206,"This was the worst movie of the saga. I was waiting to see Cornelius and Ceasar friends and nothing, not even a picture of them (been sarcastic)",Marie,2024-05-15,worst movie saga waiting see cornelius cesar friend nothing even picture sarcastic,neutro
34207,34207,Loved the movie. Lots of action. good addition to the Planet of the Apes franchise.,Darry H,2024-05-15,loved movie lot action good addition planet ape franchise,positivo
34208,34208,I really enjoyed it but 1/2 too long,Elizabeth H,2024-05-15,really enjoyed long,positivo
34209,34209,This movie was HORRIBLE!!! Story did not make any sense at all. Whoever wrote this script needs to never write one again. Seriously the worst plot I’ve ever seen in my life! Characters weren’t connected to previous movies. What a waste of great graphics!,Disappointed,2024-05-15,movie horrible story make sense whoever wrote script need never write one seriously worst plot ’ ever seen life character ’ connected previous movie waste great graphic,negativo
34210,34210,Amazing visuals and emotional story,Peyton,2024-05-15,amazing visuals emotional story,positivo
34211,34211,"Kingdom of the Planet of the Apes inherits much of the visual majesty and world-building prowess from its predecessors, even if its overall narrative and themes are far more muddled.",Tim M,2024-05-15,kingdom planet ape inherits much visual majesty worldbuilding prowess predecessor even overall narrative theme far muddled,neutro
34212,34212,One of the best Planet of the Apes films of all time.,Amir,2024-05-15,one best planet ape film time,positivo
34213,34213,"This movie was not what I expected, but that's not a bad thing.  the story was well paced and very interesting.  as others have said the ""acting"" and CGI were excellent and really drew you into the story.  The small nods to the original were well placed and appreciated if you were paying attention for them.  overall I enjoyed the movie.",Phil,2024-05-15,movie expected thats bad thing story well paced interesting others said acting cgi excellent really drew story small nod original well placed appreciated paying attention overall enjoyed movie,positivo
34214,34214,It was a great movie.,Vonetta,2024-05-15,great movie,positivo
34215,34215,"slow paced, but overall a great continuation of the franchise",,2024-05-15,slow paced overall great continuation franchise,positivo
34216,34216,Plot and special effects were very good. Long movie but was captivating while watching it.,Gary P,2024-05-15,plot special effect good long movie captivating watching,positivo
34217,34217,Fox did better than Disney did with lion king,Kendrick L,2024-05-15,fox better disney lion king,positivo
34218,34218,"A beautiful,action-packed and heartfelt continuation of the much-acclaimed Caesar trilogy from 2011-2017 and of the long-running franchise itself, Kingdom of the Planet of the Apes is living proof that some reboots can actually be very well-crafted and be continued upon. From the above-stellar visual effects/visuals in general to the very effective performances to the beautiful musical score and spectacular irection,it truly is a WONDERFUL DAY TO BE AN APES FAN!!! Here’s to many,many more. 🦍APES🦧TOGETHER🐒STRONG!",B.E.,2024-05-15,beautifulactionpacked heartfelt continuation muchacclaimed cesar trilogy longrunning franchise kingdom planet ape living proof reboot actually wellcrafted continued upon abovestellar visual effectsvisuals general effective performance beautiful musical score spectacular irectionit truly wonderful day ape fan ’ manymany 🦍apes🦧together🐒strong,positivo
34219,34219,An excellent addition to The Planet of the Apes saga.,Moviemax,2024-05-15,excellent addition planet ape saga,positivo
35380,35380,It was alright. The ending sets up some good sequel possibilities.,Jonathan R,2024-05-15,alright ending set good sequel possibility,positivo
35381,35381,"It was overall a great movie, just not exactly what I expected and some scenes seemed longer than they needed to be. Overall a great movie.",Preston,2024-05-15,overall great movie exactly expected scene seemed longer needed overall great movie,positivo
35382,35382,2 hours I can't get back.,Ryan,2024-05-15,hour cant get back,neutro
35383,35383,Loved the movie. Lots of plot twists.,John,2024-05-14,loved movie lot plot twist,positivo
35384,35384,"See it. 
Its IMPORTANT",John,2024-05-14,see important,positivo
35385,35385,"Overall great movie: characters, CGI, music/sound. The movie was a little slow, at times.  And it was often a challenge to figure out who was who within the ape crowd.  I had a great time.",Dean B,2024-05-14,overall great movie character cgi musicsound movie little slow time often challenge figure within ape crowd great time,positivo
35386,35386,"Good story continuing the franchise. It takes a while to develop the story, but once we get there, you're on edge throughout.",Derek,2024-05-14,good story continuing franchise take develop story get youre edge throughout,positivo
35387,35387,"For me it was excellent, I really liked it and I look forward to the next one.",Ana Otinho,2024-05-14,excellent really liked look forward next one,positivo
35388,35388,It was okay. Not great. This franchise reboot has been hit or miss with the movies.,Tyler  T,2024-05-14,okay great franchise reboot hit miss movie,positivo
35389,35389,Did not understand the movie probably will watch again to get better understanding....,Atwood G,2024-05-14,understand movie probably watch get better understanding,positivo
35390,35390,Interesting script and plenty action although the ending leaves open more sequels.,Ervin,2024-05-14,interesting script plenty action although ending leaf open sequel,positivo
35391,35391,What not to like this filmy was very good,Anthony,2024-05-14,like film good,positivo
35392,35392,"Great sets & realistic makeup & costumes.  Very good CG.  Would have liked to see s 2nd 'good' human throughout the movie and NOt just ...  (Oops, spoiler alert  !!)
  ""Caesar"",  in this movie anyway, is a real ""Johnson"" (so to speak) we can almost smell his breath !
All in all... GO SEE IT !!!",nick a,2024-05-14,great set realistic makeup costume good cg would liked see nd good human throughout movie oops spoiler alert cesar movie anyway real johnson speak almost smell breath go see,positivo
35393,35393,First decent Planet of the Apes since the original.,Seamus K,2024-05-14,first decent planet ape since original,positivo
35394,35394,An absolute bore with a sophomoric script. I don’t think I’ve said this before but the overly orchestrated score is beyond overwhelming and not in a good way! There’s only one Planet of the Apes. The first one with Heston. Avoid,Peter L,2024-05-14,absolute bore sophomore script ’ think ’ said overly orchestrated score beyond overwhelming good way ’ one planet ape first one weston avoid,negativo
35395,35395,Wasn't my favorite.   The question was never answered can human and ape coexist,Mary M,2024-05-14,wasnt favorite question never answered human ape coexist,negativo
35396,35396,very good film 🎥 and cinematography,Carolina Dreaming,2024-05-14,good film 🎥 cinematography,positivo
35397,35397,"The movie was very beautiful and amazing. I was just expecting a bit more action, like in the last movie. But it was very good.",Daniela,2024-05-14,movie beautiful amazing expecting bit action like last movie good,positivo
35398,35398,Had a great story line. A must see movie. Hope there is a sequel to it.,VS,2024-05-14,great story line must see movie hope sequel,positivo
35399,35399,"I love this movie and how they rebirth the trilogy,proximous ceasar is a great villain as well",,2024-05-14,love movie rebirth trilogyproximous cesar great villain well,positivo
36580,36580,"super slow, I almost fell asleep 🥱",klbsr1969,2024-05-14,super slow almost fell asleep 🥱,positivo
36581,36581,We loved it it was a really awesome movie about apes and humans,timmy,2024-05-14,loved really awesome movie ape human,positivo
36582,36582,"Was Amazing, everythig!: The story, character development, music and magnificent visual effects. This is Cinema",Daniel V,2024-05-14,amazing everything story character development music magnificent visual effect cinema,positivo
36583,36583,The one before was much better. For this to be over two hours is a complete waste of time.  mj,mj,2024-05-14,one much better two hour complete waste time mj,neutro
36584,36584,we both really liked it.,dabearz1,2024-05-14,really liked,positivo
36585,36585,Such a boring entry into this franchise,,2024-05-14,boring entry franchise,negativo
36586,36586,"Very well written the Graphics and the AI Green Room Truly amazing . At some point you dont hear and see apes you hear and see amazing actors doing what they do best . Besides the big names in production and acting , the total movie itself for 2 plus hrs was challenging!! Story plot never got off and that big Ahahaaa Moment never came , instead leaving the audience with a sense that stay tuned to part 2 .",Kam,2024-05-14,well written graphic ai green room truly amazing point dont hear see ape hear see amazing actor best besides big name production acting total movie plus hr challenging story plot never got big aaaaaa moment never came instead leaving audience sense stay tuned part,positivo
36587,36587,Not better than the Caesar trilogy but still enjoyable and stunning visuals.,Corey,2024-05-14,better cesar trilogy still enjoyable stunning visuals,positivo
36588,36588,I'm glad my ticket was free. I wouldn't pay to see it unless you're a true Apes fan.,Rene,2024-05-14,im glad ticket free wouldnt pay see unless youre true ape fan,positivo
36589,36589,"A technically accomplished film. The motion capture and special effects are excellent. Anyone who has already seen the previous Planet of the Apes films will already have an idea of the scenario, so there are few surprises for them. But it's still an excellent entertainment.",Danielle T,2024-05-14,technically accomplished film motion capture special effect excellent anyone already seen previous planet ape film already idea scenario surprise still excellent entertainment,positivo
36590,36590,Absolutely masterpiece for me,,2024-05-14,absolutely masterpiece,positivo
36591,36591,Great story line and special effects.,terry,2024-05-14,great story line special effect,positivo
36592,36592,"I truly believe this was a great movie, great acting and mind blowing special effects,
I usually enjoy the effects mostly in movies, laying light on the story, but this movie was well read by me and the story is great!
Movie has a bit of a Mad Max feel to it, but even better,
For all the junk coming out all the time, this was a true gem and rarely do I give 5 stars!",Tim C,2024-05-14,truly believe great movie great acting mind blowing special effect usually enjoy effect mostly movie laying light story movie well read story great movie bit mad max feel even better junk coming time true gem rarely give star,positivo
36593,36593,"The story was somewhat all over the place, unclear, stretched and boring... The girl was very cute in the movie... Somehow the director thought making sure her ass was on screen a lot in the movie was a top priority.. which is fine I guess cause hers is great... Other than that don't know if I'd watch it again.",guglielmo d,2024-05-14,story somewhat place unclear stretched boring girl cute movie somehow director thought making sure as screen lot movie top priority fine guess cause great dont know id watch,positivo
36594,36594,"Another enjoyable entry into one of the most consistent movie franchises to date. Packed with great characters, gorgeous CGI, and a compelling narrative, KOTPOTA kicks off the summer blockbuster season with a bang!

https://youtu.be/OkwPJIMW-YI",,2024-05-14,another enjoyable entry one consistent movie franchise date packed great character gorgeous cgi compelling narrative kotpota kick summer blockbuster season bang httpsyoutubeokwpjimwyi,positivo
36595,36595,Really good movie better than Godzilla X Kong Movie of the year so far but not better than the old ones with Caesar,Nathan,2024-05-14,really good movie better godzilla x kong movie year far better old one cesar,positivo
36596,36596,Kingdom of the planet of the apes was a great film after 7 years but does need some minor improvements for the next film,Hamlet P,2024-05-14,kingdom planet ape great film year need minor improvement next film,positivo
36597,36597,"Interesting plot and very different than the ""old"" POTA movies from the 1970s (I haven't seen any of the newer ones between then and now). By the ending it looked like there would be sequels or perhaps a series, which I am interested in. I liked it a lot.",Alexander K,2024-05-14,interesting plot different old nota movie havent seen newer one ending looked like would sequel perhaps series interested liked lot,positivo
36598,36598,https://youtu.be/uWEXLBMKw98,Fast Times With Willy B B,2024-05-14,httpsyoutubeuwexlbmkw,neutro
36599,36599,"A great original story with hard-to-guess twists! Flawless VFX by Weta, awesome action, and even a few laughs!",JOSH  W,2024-05-14,great original story hardtoguess twist flawless vfd meta awesome action even laugh,positivo
37800,37800,"Too long, story line unclear.  Very bored & looked at my watch way too often.  Don’t waste your hard earned money on this one.",Katherine R,2024-05-14,long story line unclear bored looked watch way often ’ waste hard earned money one,negativo
37801,37801,Some parts were a bit annoying. The main character is cool and the story line was a bit weird. I wasnt sure where or how long these events took place after Caesars death. Or if his bloodline still continues. Hopefully theyll be more movies but with a different main character. And the main character of the first movie will play a big role in the following films.,Xavier,2024-05-14,part bit annoying main character cool story line bit weird wasnt sure long event took place cesar death bloodline still continues hopefully they movie different main character main character first movie play big role following film,negativo
37802,37802,good for a new beginning not that much action,jaime,2024-05-14,good new beginning much action,positivo
37803,37803,"The dialog has no meaning, the direction of this movie is a bit confusing.",Jeremy C,2024-05-14,dialog meaning direction movie bit confusing,negativo
37804,37804,"The Planet of the Apes prequel films have been nothing short of astonishing, and Kingdom of the Planet of the Apes continues this trend with remarkable filmmaking. The decision to set this installment 300 years after the previous films, yet still focus on Caesar's legacy, was a brilliant move. It effectively addresses the absence of Andy Serkis and Caesar by weaving his influence throughout the narrative.

Our protagonist Noah and his clan emerge as standout characters, bringing new life to the series. Their dynamic and struggles are compelling, adding depth to the narrative. Proximus Caesar serves as an effective villain, embodying the darker aspects of Caesar's legacy. His complex motivations and ruthless tactics provide a formidable challenge for Noah and his allies.

My biggest gripe with the film lies in the portrayal of the human element. There is a lack of clarity regarding humanity's current state within this franchise. More understanding or explanation of humanity's status would have enriched the story. For instance, scenes involving humans operating missile silos 300 years after their construction strain credibility without sufficient backstory. A deeper exploration of how humanity has adapted or regressed over the centuries would have added valuable context.

Despite this flaw, the overall filmmaking remains top-notch. The visuals are stunning, with meticulous attention to detail in both the ape civilization and the post-apocalyptic landscapes. The special effects, particularly the motion capture work, are exceptional, bringing the apes to life with astonishing realism.

Kingdom of the Planet of the Apes is a fantastic addition to the series, successfully balancing new elements with the rich legacy of Caesar. While the human storyline could benefit from greater depth and clarity, the film excels in its primary focus on the apes and their evolving society. This installment delivers a satisfying conclusion to the saga, and I would be content if the series ended here, preserving the integrity of Caesar's legacy and the high standards set by these prequels.",Mick M,2024-05-14,planet ape prequel film nothing short astonishing kingdom planet ape continues trend remarkable filmmaking decision set installment year previous film yet still focus cesar legacy brilliant move effectively address absence andy series cesar weaving influence throughout narrative protagonist noah clan emerge standout character bringing new life series dynamic struggle compelling adding depth narrative proxies cesar self effective villain embedding darker aspect cesar legacy complex motivation ruthless tactic provide formidable challenge noah ally biggest grape film lie portrayal human element lack clarity regarding humanity current state within franchise understanding explanation humanity status would enriched story instance scene involving human operating missile silo year construction strain credibility without sufficient backstory deeper exploration humanity adapted repressed century would added valuable context despite flaw overall filmmaking remains topnotch visuals stunning meticulous attention detail ape civilization postapocalyptic landscape special effect particularly motion capture work exceptional bringing ape life astonishing realism kingdom planet ape fantastic addition series successfully balancing new element rich legacy cesar human storyline could benefit greater depth clarity film excels primary focus ape evolving society installment delivers satisfying conclusion saga would content series ended preserving integrity cesar legacy high standard set prequel,positivo
37805,37805,The movie was great. The first quarter of the movie was a bit longer than it should been. But the rest of the movie was very good. Can't wait to see the other movies of this trilogy.,מתן מ,2024-05-14,movie great first quarter movie bit longer rest movie good cant wait see movie trilogy,positivo
37806,37806,"What a beautiful story and addition to the franchise. This was one of my favorites by far. They do a great job at connecting you to an all new cast of characters. The film brings you through a classic Planet of the apes style rollercoaster of emotions. Definitely a must see on the big screen, I saw it in the Dolby at AMC!",Wesley D,2024-05-14,beautiful story addition franchise one favorite far great job connecting new cast character film brings classic planet ape style rollercoaster emotion definitely must see big screen saw dolly amc,positivo
37807,37807,"Too long, and not enough action.  When there was action though it was really good.  They could have slimmed this movie down and tightened up the story and it would have been much better.",julie,2024-05-14,long enough action action though really good could slammed movie tightened story would much better,positivo
37808,37808,"Underwhelmed!!  Noah was Caesars doppelgänger yet they weren’t related!! Obviously used Caesars CGI. 
This one is just setting the story up for the trilogy I think. Had a totally different feel to it than the ones before & not for the better.  When it finished I looked round the cinema & everyone looked chromotosed!!! 😵‍💫 5/10
Instantly Forgettable.",,2024-05-14,underwhelmed noah cesar doppelgänger yet ’ related obviously used cesar cgi one setting story trilogy think totally different feel one better finished looked round cinema everyone looked chromotosed 😵‍💫 instantly unforgettable,neutro
37809,37809,"This movie had the foundations to be great. It missed the mark on a few things. The main ape didn't feel as much of a leader/powerful character. It ultimately felt like the antagonist was the character I had higher respect for and even felt his reasoning was more inline with a lead character. Another mark missed for me was with the companion that was met. They just had him for a brief moment which made them feel underutilized. The story line was left open which would allow for them to appear in the second or third film.

Hoping that the main character will become more of a leader in the second movie and for the ally to return in a moment of need.",jack W,2024-05-14,movie foundation great missed mark thing main ape didnt feel much leaderpowerful character ultimately felt like antagonist character higher respect even felt reasoning inline lead character another mark missed companion met brief moment made feel underutilized story line left open would allow appear second third film hoping main character become leader second movie ally return moment need,positivo
37810,37810,Slow start but very good...Love the action and characters...,,2024-05-14,slow start goodlove action character,neutro
37811,37811,"Enjoyable movie, lots of action, the time went by quickly. My only question was her intent at the end, very puzzling.",Carol S,2024-05-14,enjoyable movie lot action time went quickly question intent end puzzling,positivo
37812,37812,Already looking forward to the next movie 🫡,Tayo,2024-05-14,already looking forward next movie 🫡,neutro
37813,37813,A spectacular journey with amazing visual effects and really good characters. A great start for a new trilogy.,SPOILER M,2024-05-14,spectacular journey amazing visual effect really good character great start new trilogy,positivo
37814,37814,Good but not as good as the first three.,Lucas,2024-05-14,good good first three,positivo
37815,37815,I thought it was a great start to a new trilogy. I was a little disappointed that the movie wasn’t filmed in IMAX.,Daniel,2024-05-14,thought great start new trilogy little disappointed movie ’ filmed max,positivo
37816,37816,Great beginning of a new trilogy for a cinematic universe that keeps getting better and better.,Kaine,2024-05-14,great beginning new trilogy cinematic universe keep getting better better,positivo
37817,37817,This movie is nothing. They just want money i guess.,Bryxint B,2024-05-14,movie nothing want money guess,negativo
37818,37818,It was a terrible movie not worth paying for wait till it comes out for free on tv,king,2024-05-14,terrible movie worth paying wait till come free tv,positivo
37819,37819,Was a little confusing at first but was definitely a great movie can’t wait for the next one.,Jevon,2024-05-14,little confusing first definitely great movie ’ wait next one,positivo
39040,39040,Slow start but finished strong,Heather,2024-05-14,slow start finished strong,positivo
39041,39041,Slightly boring after you get over the talking primates. Not enough action.,TG,2024-05-14,slightly boring get talking primate enough action,negativo
39042,39042,It’s a good movie. Noa is a likable new protagonist and Proximus Caesar is a good villain. The music and effects are incredible as well. The action sequences made me feel things that I haven’t felt in awhile. I slightly like Kingdom more then Rise.,Ben D,2024-05-14,’ good movie noa liable new protagonist proxies cesar good villain music effect incredible well action sequence made feel thing ’ felt awhile slightly like kingdom rise,positivo
39043,39043,Great movie that builds onto the legacy that Caesar created in the previous 3 movies. Can’t wait to see where they take us with the rest of Noa’s story.,,2024-05-14,great movie build onto legacy cesar created previous movie ’ wait see take u rest noa ’ story,positivo
39044,39044,"Disappointing, they forgot the other movies were action movies. I was bored by all the scenery. The characters are non relatable. The story line is weak. I would not rush to the next one.",,2024-05-14,disappointing forgot movie action movie bored scenery character non reliable story line weak would rush next one,negativo
39045,39045,Was good but the earlier ones were better,Ronald H,2024-05-14,good earlier one better,positivo
39046,39046,I saw Kingdom of the Planet of the Apes for a second time and loved it even more the second time. I love the Noah character but I don't trust the Mae character. Love all the throw backs to the 1968 version which I grew up with in the 80s. This is a 8/10   it's a great movie. I can't wait for the next one.,,2024-05-14,saw kingdom planet ape second time loved even second time love noah character dont trust mae character love throw back version grew great movie cant wait next one,positivo
39047,39047,Well put together just like the others!! I was glued tot he screen the entire time! Bravo!,,2024-05-14,well put together like others glued tot screen entire time bravo,positivo
39048,39048,Great restart for the next phase of this series,Tyler,2024-05-14,great restart next phase series,positivo
39049,39049,"An excellent start to a promising trilogy! I came to it with many expectations, especially since Cesaer was such a beloved and well-written character. My biggest gripe was that the character of Proximus did not have enough screen time. The story was primarily about Noa and his challenging of finding himself and also avenging the death of his father. Along the way, he learns the meaning of Apes. Together. Strong. And the eventual lesson that “all is fair in love and war.” He gained love but couldn’t stop the war between whether human should go extinct or should apes become the only species to rule mankind. Visuals effect and cinematography was the best that I ever seen. If not for the legacy of Planet of the Apes; the movie deserves an audience for the beautiful scenary. The forest, the expressiveness of each character, the mannerism of each character bringing the CGI to life. Must-see.",Sohail A,2024-05-14,excellent start promising trilogy came many expectation especially since cesar beloved wellwritten character biggest grape character proxies enough screen time story primarily noa challenging finding also evening death father along way learns meaning ape together strong eventual lesson “ fair love war ” gained love ’ stop war whether human go extinct ape become species rule mankind visuals effect cinematography best ever seen legacy planet ape movie deserves audience beautiful scenery forest expressiveness character mannerisms character bringing cgi life muster,positivo
39050,39050,Didnt really have great story line .,Joyce,2024-05-14,didnt really great story line,negativo
39051,39051,"The movie was really good it was a bit slow and confusing from the start but it’s a 300 year timeskip so I guess a lot will happen. It sucks these reviews are bringing this movies reputation down because I just read a 1 star review about the theatre experience and not the movie. Shame, better then rise tho not dawn or war. 8/10",,2024-05-14,movie really good bit slow confusing start ’ year timeskip guess lot happen suck review bringing movie reputation read star review theatre experience movie shame better rise tho dawn war,negativo
39052,39052,Grate you have to see the other 3 movies to understand the story,Angel A,2024-05-14,rate see movie understand story,neutro
39053,39053,"It wasn’t a good movie. If you have seen the previous 3 films this one pales in comparison. So many aspects of the movie don’t make sense, it is slow, you don’t care about the characters. The villain isn’t engaging at all. The pay off at the end doesn’t hold any weight. Don’t see it. Better watching the last 3 before this again.",Vasilios T,2024-05-14,’ good movie seen previous film one pale comparison many aspect movie ’ make sense slow ’ care character villain ’ engaging pay end ’ hold weight ’ see better watching last,positivo
39054,39054,I was expecting so much more. My movie partner actually had to wake me twice. I had a very difficult time even understanding what was going on for quite some time then I just got bored.,Happy B,2024-05-14,expecting much movie partner actually wake twice difficult time even understanding going quite time got bored,negativo
39055,39055,"While it doesn't live up to the original trilogy, Kingdom is still a good Planet of the Apes movie. It's much better than the horrible Tim Burton one we all got. The special effects are great, and I liked the story behind the main Ape.",The D,2024-05-14,doesnt live original trilogy kingdom still good planet ape movie much better horrible tim burton one got special effect great liked story behind main ape,positivo
39056,39056,"3.78 h a!   
Not as great as I had hoped, but I met expectations with a decent story , ok writing( not sure that 3-year-old human language style always worked), incredible visuals, and really A effects ( only once did I think CGI and that was in one swinging from place to place scene). 
Definitely not disappointment but not as impressive as a couple of the others. Really glad to see what is next.  Excellent job of updating and continuing the story, though some of the complexities of the original storyline ( yes, both books and previous movies) are a bit lacking.
Go see it!",Mark W,2024-05-14,h great hoped met expectation decent story ok writing sure yearly human language style always worked incredible visuals really effect think cgi one swinging place place scene definitely disappointment impressive couple others really glad see next excellent job updating continuing story though complexity original storyline yes book previous movie bit lacking go see,positivo
39057,39057,"It made no sense. There was nothing to set up the Apes hating the other Apes. At first I thought they might have been loyal to Koba, but they weren't. It just seemed like the writer decided that he was going to go out of his way to disgrace the earlier movies.",Terry,2024-05-14,made sense nothing set ape hating ape first thought might loyal koda weren seemed like writer decided going go way disgrace earlier movie,positivo
39058,39058,I Loved Everything About It!! 10/10 💞💞💞🔥🔥🔥🔥🥹🥹🥹,Mohamud,2024-05-14,loved everything 💞💞💞🔥🔥🔥🔥🥹🥹🥹,positivo
39059,39059,"I am a big fan of the original series and the last three movies which were excellent!!!! This movie doesn’t hold a light, it’s slow moving , poor plot, unanswered questions !! The trailer made the movie seem much better. This was a yawner and I need to see if they got different writers … so so bad!! So half of it was also in the dark which kind of sucked. Dumb theme with birds… I have never been so disappointed in a movie, likely because I was so excited for this sequel.",,2024-05-14,big fan original series last three movie excellent movie ’ hold light ’ slow moving poor plot unanswered question trailer made movie seem much better owner need see got different writer … bad half also dark kind sucked dumb theme birds… never disappointed movie likely excited sequel,positivo
40300,40300,"Absolutely boring, whole first hour was a waste of time. No action, no suspense, just some boring drama. Don’t watch it by any means.",Pauly C,2024-05-14,absolutely boring whole first hour waste time action suspense boring drama ’ watch mean,negativo
40301,40301,Good and well made. Might not be on the same level of cinema that Dawn and War achieved. But it is definitely a respectable entry.,J K,2024-05-14,good well made might level cinema dawn war achieved definitely respectable entry,positivo
40302,40302,This movie has epic and endearing moments that make it very good.,andre a,2024-05-14,movie epic entering moment make good,positivo
40303,40303,"Too dark, hard to understand.  Left before the end.",Larry R,2024-05-13,dark hard understand left end,negativo
40304,40304,It was good but had higher expectations.,Nayeli Seatrle Wa,2024-05-13,good higher expectation,positivo
40305,40305,"The film maintained its originality, and faithful to Caesar's precepts, a great film in this beautiful world to explore and with wonderful twists.
I want more of this beautiful art!!",Christopher M,2024-05-13,film maintained originality faithful cesar precepts great film beautiful world explore wonderful twist want beautiful art,positivo
40306,40306,The special effects!,Gerald,2024-05-13,special effect,positivo
40307,40307,"This plot has been done before in other films, even War I was hoping it would be more creative and instead it was typical template.",Fender,2024-05-13,plot done film even war hoping would creative instead typical template,positivo
40308,40308,I liked about this film because it showed a lot about from the original Planet of the Apes how humans and apes had conflict which now humans are changing to be less intelligent while apes are trying to be dominant while half of the other Apes do not and instead rather be peaceful that results in Civil War,Pablo,2024-05-13,liked film showed lot original planet ape human ape conflict human changing le intelligent ape trying dominant half ape instead rather peaceful result civil war,positivo
40309,40309,"This Fourth Film is the Ultimate Planet of the Apes Movie like the Previous Trilogy and Happy that Wes Ball cuts 300 Years later to make Kingdom of the planet of the Apes and Andy Serkis still did Amazing Actor of Ceasar in the Previous Trilogy From Rise, Dawn, and War. :) 🍅",,2024-05-13,fourth film ultimate planet ape movie like previous trilogy happy wes ball cut year later make kingdom planet ape andy series still amazing actor cesar previous trilogy rise dawn war 🍅,positivo
40310,40310,Epic and definitely a must see,Alex,2024-05-13,epic definitely must see,positivo
40311,40311,It was little long but I liked it.,Dina m,2024-05-13,little long liked,positivo
